id,name,role,rating,reviews,location,experience,specialization,skills,availability,charges,chargeNum,phone,email,photo,bio,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text
546,Dr. Niharika Bhatia,Physiotherapist,4.8,189,Delhi,9 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Balance Training,Available,Rs900,900,+91 98119 88991,niharika.bhatia@blkmax.com,https://randomuser.me/api/portraits/women/93.jpg,Neuro physiotherapist in Delhi,Rajesh K.,5,Excellent stroke recovery,,,
547,Dr. Omkar Kelkar,Home Ventilator Nurse,4.9,267,Mumbai,11 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1900,1900,+91 98200 88991,omkar.kelkar@lilavati.com,https://randomuser.me/api/portraits/men/13.jpg,Home ventilator nurse in Mumbai,Feroze K.,5,Reliable ventilator care,,,
548,Dr. Preeti Shinde,Nutritionist,4.6,98,Mumbai,5 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs600,600,+91 98200 88991,preeti.shinde@lilavati.com,https://randomuser.me/api/portraits/women/94.jpg,Geriatric nutritionist in Mumbai,Feroze K.,4,Good diet plan,,,
549,Dr. Qayyum Sheikh,Orthopedic Surgeon,4.9,512,Mumbai,21 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs3100,3100,+91 98200 88991,qayyum.sheikh@hinduja.com,https://randomuser.me/api/portraits/men/14.jpg,Senior orthopedic surgeon at Hinduja Mumbai,Farida K.,5,Successful knee replacement,,,
550,Dr. Rani Nambiar,Cardiologist,4.9,456,Chennai,18 yrs,Elderly Care|Post Surgery Care,Complex Coronary Interventions,Available,Rs2500,2500,+91 98410 88991,rani.nambiar@apolloclinic.com,https://randomuser.me/api/portraits/women/95.jpg,Senior cardiologist at Apollo Chennai,Sundar R.,5,Excellent angioplasty,,,
551,Dr. Saif Ali,Physiotherapist,4.8,178,Hyderabad,8 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs800,800,+91 99897 88991,saif.ali@yashoda.com,https://randomuser.me/api/portraits/men/15.jpg,Neuro physiotherapist in Hyderabad,Ramana K.,5,Good hand function recovery,,,
552,Dr. Tabassum Begum,Geriatric Specialist,4.9,312,Hyderabad,14 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs1700,1700,+91 99897 88991,tabassum.begum@yashoda.com,https://randomuser.me/api/portraits/women/96.jpg,Senior geriatrician at Yashoda Hyderabad,Ramana K.,5,Excellent care for my father,,,
553,Dr. Uday Patil,Nephrologist,4.9,389,Pune,16 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs2200,2200,+91 90281 88991,uday.patil@rubyhall.com,https://randomuser.me/api/portraits/men/16.jpg,Nephrologist at Ruby Hall Pune,Anita J.,5,Excellent dialysis care,,,
554,Dr. Vidya Kamath,Home Nursing Specialist,4.8,234,Mangalore,9 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs1000,1000,+91 98451 88991,vidya.kamath@kankanadycare.com,https://randomuser.me/api/portraits/women/97.jpg,Experienced home nurse in Mangalore,Ronald P.,5,Very caring and skilled,,,
555,Dr. Waheeda Parveen,ENT Specialist,4.6,112,Hyderabad,8 yrs,Elderly Care,Vertigo Treatment|Nasal Surgery,Available,Rs900,900,+91 99897 88991,waheeda.parveen@yashoda.com,https://randomuser.me/api/portraits/women/98.jpg,ENT specialist at Yashoda Hyderabad,Ramana K.,4,Vertigo reduced,,,
556,Dr. Xavier D'Souza,Pulmonologist,4.8,234,Goa,10 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs1200,1200,+91 98230 88991,xavier.dsouza@gmc.goa.in,https://randomuser.me/api/portraits/men/17.jpg,Pulmonologist in Goa,Anthony F.,5,COPD well managed,,,
557,Dr. Yamini Rao,Wound Care Specialist,4.8,167,Delhi,7 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs900,900,+91 98119 88991,yamini.rao@maxhealthcare.com,https://randomuser.me/api/portraits/women/99.jpg,Wound care specialist in Delhi,Rajesh K.,5,Bedsore healed,,,
558,Dr. Zafar Iqbal,Rheumatologist,4.8,198,Aligarh,9 yrs,Elderly Care,Arthritis Management|Osteoporosis,Available,Rs1200,1200,+91 98370 88991,zafar.iqbal@jnmch.edu,https://randomuser.me/api/portraits/men/18.jpg,Rheumatologist at JNMC Aligarh,Sabiha K.,5,RA well controlled,,,
559,Dr. Aditya Kulkarni,Cardiologist,4.9,456,Pune,17 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs2300,2300,+91 90281 88991,aditya.kulkarni@rubyhall.com,https://randomuser.me/api/portraits/men/19.jpg,Senior cardiologist at Ruby Hall Pune,Anita J.,5,Excellent angioplasty,,,
560,Dr. Bhupesh Gupta,Physiotherapist,4.8,178,Delhi,7 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs800,800,+91 98119 88991,bhupesh.gupta@blkmax.com,https://randomuser.me/api/portraits/men/20.jpg,Neuro physiotherapist in Delhi,Rajesh K.,5,Excellent stroke recovery,,,
561,Dr. Chetan Sharma,Home Ventilator Nurse,4.9,267,Delhi,10 yrs,Night Care|Post Surgery Care,Non-invasive Ventilation|CPAP,Available,Rs1800,1800,+91 98119 88991,chetan.sharma@maxhealthcare.com,https://randomuser.me/api/portraits/men/21.jpg,Home ventilator nurse in Delhi,Rajesh K.,5,Excellent BiPAP support,,,
562,Dr. Devika Shenoy,Nutritionist,4.6,98,Bangalore,4 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs550,550,+91 99807 88991,devika.shenoy@manipal.edu,https://randomuser.me/api/portraits/women/100.jpg,Geriatric nutritionist in Bangalore,Ravi K.,4,Good diet plan,,,
563,Dr. Ekambar Reddy,Orthopedic Surgeon,4.9,512,Tirupati,19 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs2800,2800,+91 87722 88991,ekambar.reddy@svims.edu,https://randomuser.me/api/portraits/men/22.jpg,Senior orthopedic surgeon at SVIMS Tirupati,Venkatesh P.,5,Successful knee replacement,,,
564,Dr. Falguni Mehta,Cardiologist,4.9,456,Ahmedabad,15 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs2100,2100,+91 98790 88991,falguni.mehta@shalby.org,https://randomuser.me/api/portraits/women/1.jpg,Senior cardiologist at Shalby Ahmedabad,Jignesh S.,5,Cholesterol under control,,,
565,Dr. Govindaraj,Physiotherapist,4.8,178,Chennai,6 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs700,700,+91 98410 88991,govindaraj@apolloclinic.com,https://randomuser.me/api/portraits/men/23.jpg,Neuro physiotherapist in Chennai,Sundar R.,5,Good hand function recovery,,,
566,Dr. Hema Sundar,Geriatric Specialist,4.9,312,Chennai,11 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs1400,1400,+91 98410 88991,hema.sundar@apolloclinic.com,https://randomuser.me/api/portraits/women/2.jpg,Senior geriatrician at Apollo Chennai,Sundar R.,5,Excellent care for my father,,,
567,Dr. Imran Sheikh,Nephrologist,4.9,389,Hyderabad,14 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs2000,2000,+91 99897 88991,imran.sheikh@yashoda.com,https://randomuser.me/api/portraits/men/24.jpg,Nephrologist at Yashoda Hyderabad,Ramana K.,5,Excellent dialysis care,,,
568,Dr. Jaya Subramanian,Home Nursing Specialist,4.8,234,Chennai,7 yrs,Home Nursing|Elderly Care,Post-operative Care|IV Therapy,Available,Rs900,900,+91 98410 88991,jaya.subramanian@apolloclinic.com,https://randomuser.me/api/portraits/women/3.jpg,Experienced home nurse in Chennai,Sundar R.,5,Very professional care,,,
569,Dr. Kailash Chandra,ENT Specialist,4.6,112,Jaipur,6 yrs,Elderly Care,Hearing Aid Fitting|Vertigo Management,Available,Rs800,800,+91 98292 88991,kailash.chandra@ehcc.in,https://randomuser.me/api/portraits/men/25.jpg,ENT specialist in Jaipur,Sunita M.,4,Better hearing now,,,
570,Dr. Lavanya Krishnan,Pulmonologist,4.8,234,Chennai,9 yrs,Elderly Care|Post Surgery Care,Asthma Management|COPD Care,Available,Rs1100,1100,+91 98410 88991,lavanya.krishnan@apolloclinic.com,https://randomuser.me/api/portraits/women/4.jpg,Pulmonologist at Apollo Chennai,Sundar R.,5,Asthma now controlled,,,
571,Dr. Murali Mohan,Wound Care Specialist,4.8,167,Hyderabad,5 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs800,800,+91 99897 88991,murali.mohan@yashoda.com,https://randomuser.me/api/portraits/men/26.jpg,Wound care specialist at Yashoda Hyderabad,Ramana K.,5,Bedsore healed,,,
572,Dr. Nandini Rao,Rheumatologist,4.8,198,Bangalore,7 yrs,Elderly Care,Arthritis Management|Gout Care,Available,Rs1000,1000,+91 99807 88991,nandini.rao@manipal.edu,https://randomuser.me/api/portraits/women/5.jpg,Rheumatologist at Manipal Bangalore,Ravi K.,5,Arthritis pain reduced,,,
573,Dr. Omkar Joshi,Cardiologist,4.9,456,Pune,13 yrs,Elderly Care|Post Surgery Care,Complex Coronary Interventions,Available,Rs1900,1900,+91 90281 88991,omkar.joshi@rubyhall.com,https://randomuser.me/api/portraits/men/27.jpg,Senior cardiologist at Ruby Hall Pune,Anita J.,5,Excellent angioplasty,,,
574,Dr. Priyanka Naik,Physiotherapist,4.8,178,Mumbai,5 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs700,700,+91 98200 88991,priyanka.naik@lilavati.com,https://randomuser.me/api/portraits/women/6.jpg,Neuro physiotherapist in Mumbai,Feroze K.,5,Excellent stroke recovery,,,
575,Dr. Qutubuddin Ansari,Home Ventilator Nurse,4.9,267,Patna,6 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1300,1300,+91 93041 88991,qutubuddin.ansari@igims.org,https://randomuser.me/api/portraits/men/28.jpg,Home ventilator nurse at IGIMS Patna,Ravi S.,5,Reliable ventilator care,,,
576,Dr. Radhika Menon,Nutritionist,4.6,98,Kochi,3 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs500,500,+91 98460 88991,radhika.menon@astermedcity.com,https://randomuser.me/api/portraits/women/7.jpg,Geriatric nutritionist in Kochi,Thomas K.,4,Good diet plan,,,
577,Dr. Sampath Kumar,Orthopedic Surgeon,4.9,512,Chennai,16 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs2500,2500,+91 98410 88991,sampath.kumar@apolloclinic.com,https://randomuser.me/api/portraits/men/29.jpg,Senior orthopedic surgeon at Apollo Chennai,Sundar R.,5,Successful knee replacement,,,
578,Dr. Tejaswini Reddy,Cardiologist,4.9,456,Hyderabad,12 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Heart Failure,Available,Rs1700,1700,+91 99897 88991,tejaswini.reddy@yashoda.com,https://randomuser.me/api/portraits/women/8.jpg,Senior cardiologist at Yashoda Hyderabad,Ramana K.,5,Excellent heart attack care,,,
579,Dr. Umesh Chandra,Physiotherapist,4.8,178,Delhi,4 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs600,600,+91 98119 88991,umesh.chandra@blkmax.com,https://randomuser.me/api/portraits/men/30.jpg,Neuro physiotherapist in Delhi,Rajesh K.,5,Good hand function recovery,,,
580,Dr. Varsha Joshi,Geriatric Specialist,4.9,312,Pune,8 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs1100,1100,+91 90281 88991,varsha.joshi@rubyhall.com,https://randomuser.me/api/portraits/women/9.jpg,Senior geriatrician at Ruby Hall Pune,Anita J.,5,Excellent care for my father,,,
581,Dr. Waheed Khan,Nephrologist,4.9,389,Hyderabad,10 yrs,Elderly Care|Post Surgery Care,Dialysis Management|Kidney Care,Available,Rs1500,1500,+91 99897 88991,waheed.khan@carehospitals.com,https://randomuser.me/api/portraits/men/31.jpg,Nephrologist at Care Hospitals Hyderabad,Azhar M.,5,Excellent dialysis care,,,
582,Dr. Xylia D'Silva,Home Nursing Specialist,4.8,234,Goa,5 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs800,800,+91 98230 88991,xylia.dsilva@gmc.goa.in,https://randomuser.me/api/portraits/women/10.jpg,Experienced home nurse in Goa,Anthony F.,5,Very caring and skilled,,,
583,Dr. Yashwant Singh,ENT Specialist,4.6,112,Jaipur,4 yrs,Elderly Care,Vertigo Treatment|Nasal Surgery,Available,Rs650,650,+91 98292 88991,yashwant.singh@ehcc.in,https://randomuser.me/api/portraits/men/32.jpg,ENT specialist in Jaipur,Sunita M.,4,Vertigo reduced,,,
584,Dr. Zeenat Begum,Pulmonologist,4.8,234,Hyderabad,6 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs900,900,+91 99897 88991,zeenat.begum@yashoda.com,https://randomuser.me/api/portraits/women/11.jpg,Pulmonologist at Yashoda Hyderabad,Ramana K.,5,COPD well managed,,,
id,name,role,rating,reviews,location,experience,specialization,skills,availability,charges,chargeNum,phone,email,photo,bio,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text
584,Dr. Zeenat Begum,Pulmonologist,4.8,234,Hyderabad,6 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs900,900,+91 99897 88991,zeenat.begum@yashoda.com,https://randomuser.me/api/portraits/women/11.jpg,Pulmonologist at Yashoda Hyderabad,Ramana K.,5,COPD well managed,,,
585,Dr. Anupam Seth,Wound Care Specialist,4.8,167,Delhi,4 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs700,700,+91 98119 88991,anupam.seth@maxhealthcare.com,https://randomuser.me/api/portraits/men/33.jpg,Wound care specialist in Delhi,Rajesh K.,5,Bedsore healed,,,
586,Dr. Bipasha Nair,Rheumatologist,4.8,198,Kolkata,5 yrs,Elderly Care,Arthritis Management|Osteoporosis,Available,Rs800,800,+91 98310 88991,bipasha.nair@apollokolkata.com,https://randomuser.me/api/portraits/women/12.jpg,Rheumatologist at Apollo Kolkata,Sudipta G.,5,RA well controlled,,,
587,Dr. Chiranjeevi Rao,Cardiologist,4.9,456,Hyderabad,11 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs1600,1600,+91 99897 88991,chiranjeevi.rao@yashoda.com,https://randomuser.me/api/portraits/men/34.jpg,Senior cardiologist at Yashoda Hyderabad,Ramana K.,5,Cholesterol under control,,,
588,Dr. Deepika Reddy,Physiotherapist,4.8,178,Bangalore,4 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs650,650,+91 99807 88991,deepika.reddy@manipal.edu,https://randomuser.me/api/portraits/women/13.jpg,Neuro physiotherapist in Bangalore,Ravi K.,5,Excellent stroke recovery,,,
589,Dr. Emraan Sheikh,Home Ventilator Nurse,4.9,267,Mumbai,3 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1000,1000,+91 98200 88991,emraan.sheikh@lilavati.com,https://randomuser.me/api/portraits/men/35.jpg,Home ventilator nurse in Mumbai,Feroze K.,5,Reliable ventilator care,,,
590,Dr. Farah Ansari,Nutritionist,4.6,98,Mumbai,2 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs500,500,+91 98200 88991,farah.ansari@hinduja.com,https://randomuser.me/api/portraits/women/14.jpg,Geriatric nutritionist in Mumbai,Farida K.,4,Good diet plan,,,
591,Dr. Gauri Deshpande,Orthopedic Surgeon,4.9,512,Delhi,9 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs1500,1500,+91 98119 88991,gauri.deshpande@maxhealthcare.com,https://randomuser.me/api/portraits/women/15.jpg,Senior orthopedic surgeon at Max Delhi,Rajesh K.,5,Successful knee replacement,,,
592,Dr. Hrithik Malhotra,Cardiologist,4.9,456,Chandigarh,8 yrs,Elderly Care|Post Surgery Care,Interventional Cardiology|Echo,Available,Rs1300,1300,+91 98765 88991,hrithik.malhotra@pgimer.edu,https://randomuser.me/api/portraits/men/36.jpg,Senior cardiologist at PGIMER Chandigarh,Gurpreet K.,5,Excellent angioplasty,,,
593,Dr. Ileana Fernandes,Physiotherapist,4.8,178,Goa,3 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs550,550,+91 98230 88991,ileana.fernandes@gmc.goa.in,https://randomuser.me/api/portraits/women/16.jpg,Neuro physiotherapist in Goa,Anthony F.,5,Good hand function recovery,,,
594,Dr. Jackie Shroff,Geriatric Specialist,4.9,312,Mumbai,5 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs900,900,+91 98200 88991,jackie.shroff@lilavati.com,https://randomuser.me/api/portraits/men/37.jpg,Senior geriatrician at Lilavati Mumbai,Feroze K.,5,Excellent care for my father,,,
595,Dr. Kareena Singh,Home Nursing Specialist,4.8,234,Mumbai,4 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs700,700,+91 98200 88991,kareena.singh@hinduja.com,https://randomuser.me/api/portraits/women/17.jpg,Experienced home nurse in Mumbai,Farida K.,5,Very caring and skilled,,,
596,Dr. Kunal Kapoor,ENT Specialist,4.6,112,Mumbai,3 yrs,Elderly Care,Vertigo Treatment|Nasal Surgery,Available,Rs600,600,+91 98200 88991,kunal.kapoor@lilavati.com,https://randomuser.me/api/portraits/men/38.jpg,ENT specialist at Lilavati Mumbai,Feroze K.,4,Vertigo reduced,,,
597,Dr. Lara D'Souza,Pulmonologist,4.8,234,Mumbai,4 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs700,700,+91 98200 88991,lara.dsouza@hinduja.com,https://randomuser.me/api/portraits/women/18.jpg,Pulmonologist at Hinduja Mumbai,Farida K.,5,COPD well managed,,,
598,Dr. Mithun Das,Wound Care Specialist,4.8,167,Kolkata,3 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs600,600,+91 98310 88991,maithili.das@apollokolkata.com,https://randomuser.me/api/portraits/men/39.jpg,Wound care specialist in Kolkata,Sudipta G.,5,Bedsore healed,,,
599,Dr. Naseeruddin Ahmed,Rheumatologist,4.8,198,Delhi,4 yrs,Elderly Care,Arthritis Management|Gout Care,Available,Rs700,700,+91 98119 88991,naseeruddin.ahmed@blkmax.com,https://randomuser.me/api/portraits/men/40.jpg,Rheumatologist at BLK Max Delhi,Rajesh K.,5,Arthritis pain reduced,,,
600,Dr. Om Prakash Sharma,Home Ventilator Nurse,4.9,267,Delhi,13 yrs,Night Care|Post Surgery Care,Non-invasive Ventilation|CPAP,Available,Rs2100,2100,+91 98119 66778,om.sharma@maxhealthcare.com,https://randomuser.me/api/portraits/men/41.jpg,Home ventilator nurse in Delhi,Rajesh K.,5,Excellent BiPAP support,,,
601,Dr. Pallavi Joshi,Nephrologist,4.9,389,Pune,18 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs2400,2400,+91 90281 99001,pallavi.joshi@rubyhall.com,https://randomuser.me/api/portraits/women/19.jpg,Senior nephrologist at Ruby Hall Pune,Anita J.,5,Excellent dialysis care,,,
602,Dr. Qazi Abdul Rahman,Wound Care Specialist,4.8,167,Aligarh,8 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs1000,1000,+91 98370 99001,qazi.rahman@jnmch.edu,https://randomuser.me/api/portraits/men/42.jpg,Wound care specialist at JNMC Aligarh,Sabiha K.,5,Bedsore healed,,,
603,Dr. Raveena Sharma,Nutritionist,4.7,134,Mumbai,7 yrs,Elderly Care|Wellness Care,Geriatric Nutrition|Weight Management,Available,Rs750,750,+91 98200 99001,raveena.sharma@lilavati.com,https://randomuser.me/api/portraits/women/20.jpg,Geriatric nutritionist in Mumbai,Feroze K.,4,Good diet plan,,,
604,Dr. Sunil Shetty,Cardiologist,4.9,456,Mumbai,21 yrs,Elderly Care|Post Surgery Care,Interventional Cardiology|Echo,Available,Rs2800,2800,+91 98200 99001,sunil.shetty@hinduja.com,https://randomuser.me/api/portraits/men/43.jpg,Senior cardiologist at Hinduja Mumbai,Farida K.,5,Excellent angioplasty,,,
605,Dr. Thangavelu Murugan,Physiotherapist,4.8,189,Coimbatore,9 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs850,850,+91 98422 99001,thangavelu.m@kmch.edu,https://randomuser.me/api/portraits/men/44.jpg,Neuro physiotherapist in Coimbatore,Vijay R.,5,Excellent stroke recovery,,,
606,Dr. Udit Narayan Singh,ENT Specialist,4.6,112,Patna,9 yrs,Elderly Care,Hearing Aid Fitting|Vertigo Management,Available,Rs900,900,+91 93041 99001,udit.singh@igims.org,https://randomuser.me/api/portraits/men/45.jpg,ENT specialist at IGIMS Patna,Ravi S.,4,Better hearing now,,,
607,Dr. Vicky Kaushal,Orthopedic Surgeon,4.9,512,Mumbai,22 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs3100,3100,+91 98200 99001,vicky.kaushal@lilavati.com,https://randomuser.me/api/portraits/men/46.jpg,Senior orthopedic surgeon at Lilavati Mumbai,Feroze K.,5,Successful knee replacement,,,
608,Dr. Waheeda Begum,Home Ventilator Nurse,4.9,267,Hyderabad,11 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1900,1900,+91 99897 99001,waheeda.begum@carehospitals.com,https://randomuser.me/api/portraits/women/21.jpg,Home ventilator nurse in Hyderabad,Azhar M.,5,Reliable ventilator care,,,
609,Dr. Xavier D'Souza,Pulmonologist,4.8,234,Goa,12 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs1400,1400,+91 98230 99001,xavier.dsouza@gmc.goa.in,https://randomuser.me/api/portraits/men/47.jpg,Pulmonologist in Goa,Anthony F.,5,COPD well managed,,,
610,Dr. Yashoda Devi,Speech Therapist,4.7,123,Mumbai,6 yrs,Stroke Recovery,Dysarthria Therapy|Voice Rehab,Available,Rs800,800,+91 98200 99001,yashoda.devi@lilavati.com,https://randomuser.me/api/portraits/women/22.jpg,Speech therapist in Mumbai,Feroze K.,4,Improved voice clarity,,,
